2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,code,country
6183.7832931430075,6367.407703989401,6555.050579934971,6746.7221547618055,6942.43607351268,7142.236682576642,7346.156388930292,7554.15459857136,7766.158992773098,7982.116696994734,SOM,Somalia
9997.456318169268,10238.897265173162,10482.194391252713,10727.575811571991,10974.955068488645,11224.179863540347,11475.168394496259,11727.850830183696,11982.302987304422,12238.659207733494,SSD,South Sudan
91843.8985240846,92026.89676840317,92181.63599753499,92309.68950930543,92413.7469964352,92497.77834193018,92564.6585859261,92614.92652904804,92647.75457353586,92663.00047602449,LKA,Sri Lanka
31837.980246028994,32587.68838095601,33346.74657737517,34114.87418047821,34891.96611097669,35678.17466733296,36473.47191707794,37277.42025152952,38089.310052961504,38908.50086976166,SDN,Sudan
15300.870915636307,15559.887532977122,15815.268128501188,16067.24248797387,16316.68920402748,16564.803763389034,16812.524833400734,17060.109233447412,17307.66059240365,17555.853248888074,TJK,Tajikistan
87299.11283590636,89855.19844786134,92467.49836532153,95135.59472078615,97860.11431550633,100641.63202636932,103480.37780412988,106376.40233685769,109329.1443469038,112337.28841704677,TZA,Tanzania
10749.870216519555,10996.1974544146,11245.897853632085,11498.897805178825,11755.101500524015,12014.38742640907,12276.625890798385,12541.719916764436,12809.559675015811,13079.936022540141,TGO,Togo
90625.2034546764,93422.05687952283,96277.95133018888,99192.1575491816,102163.69188685933,105191.17214588076,108273.30092628748,111409.17598392545,114597.73056771769,117837.05164870598,UGA,Uganda
443865.8775141084,441425.0996905075,438920.49858488864,436356.00466329954,433739.8947801693,431085.3016831669,428403.89199373603,425698.7019449086,422974.38986681576,420245.835380925,UKR,Ukraine
64698.53099213763,65353.67962287403,65982.07436311751,66584.05177487666,67162.66508919047,67721.88425019315,68264.94099695032,68792.95100462848,69306.22294335706,69806.03240174308,UZB,Uzbekistan
337597.4841723536,340314.5860565583,342897.3086738554,345349.7385739858,347674.72706920723,349879.6955192993,351971.93613052496,353951.2965679667,355820.55197642377,357594.5185824267,VNM,Vietnam
27001.26390039408,27542.717400108224,28082.215207447563,28619.503730744527,29154.156213794784,29685.69747997854,30213.75329693198,30737.861618995452,31257.846819577157,31773.977262674816,YEM,Yemen
27104.624697754207,27893.966801227056,28702.109130821264,29528.733914403678,30373.214650004484,31234.62773162691,32112.263984876263,33005.90381112392,33915.558836179654,34841.068882220236,ZMB,Zambia
21549.556288723434,21977.231350267764,22409.291492447745,22844.937181995112,23284.24253294878,23727.10086601031,24173.37293662175,24623.054253023165,25076.09652879525,25532.206676602324,ZWE,Zimbabwe
