2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,code,country
3195.9434903209317,3835.6030617883034,4103.777908348521,4381.96951942638,4670.33971117263,4969.071264230735,5278.326298894148,5598.231258127191,5928.890628968065,6270.4098343081405,6577.775105090193,6727.812517148865,6879.391761096713,7032.454699501977,7186.9482947076085,7342.829708605993,7500.044203615176,GIN,Guinea
535.44538082304,639.5407964679763,681.863000064214,725.5135840221791,770.5162131423527,816.9085101345295,864.7200522791345,913.9671038907597,964.675294360539,1016.8627934993364,1054.8574591291954,1075.80292856832,1096.9592269944924,1118.3165938064599,1139.8633162827205,1161.5771402524183,1183.4518189307523,GNB,Guinea Bissau
11852.020162941539,13747.277944671898,14418.99497039032,15098.146444511018,15784.305618739898,16477.105784361687,17176.12834131495,17809.797945938764,17952.473871255625,18091.246499574943,18225.987692358933,18356.55945425919,18482.880114559313,18604.859553848113,18722.50340458878,18835.86235895012,18944.909662731927,HTI,Haiti
8401.00076484403,9968.72257367695,10630.709005196855,11317.324203056975,12029.142658956409,12766.804973693259,13530.920785863707,14322.00683742523,15140.53616609182,15617.821730734893,15979.496672389258,16346.688929374717,16719.31679281609,17097.317342510036,17480.59401342224,17869.05635776039,18262.59950851891,CIV,Ivory Coast
45194.97750200627,52706.58629425519,55883.328395488796,59160.09857120841,62537.38784589743,66015.32199856255,68622.88092167392,70069.14825681483,71524.21071778667,72986.52592934169,74454.3158044004,75925.96417966338,77400.47081709633,78876.94411107426,80354.12146604568,81830.69109442449,83305.54720026901,KEN,Kenya
4260.034878970526,4853.998236275139,5069.579629718643,5286.915503956727,5369.275346717164,5418.358542454048,5466.844839528909,5514.85846161617,5562.430659954685,5609.685658218878,5656.709397315586,5703.572973813191,5750.331858660649,5796.957144462027,5843.35273365786,5889.33424393894,5934.749325515874,KGZ,Kyrgyzstan
6382.076248580651,7349.727633778252,7704.901555472217,8064.230591478767,8427.4836560408,8794.44146586344,8940.168953932927,9026.594940591593,9110.711657942946,9192.46134648531,9271.790689755604,9348.67191876264,9423.040609446856,9494.860106739885,9564.098198611942,9630.689350243825,9694.604681884695,LAO,Lao People's Democratic Republic
1613.0423400341183,1875.1615674418651,1970.5671762914326,2067.5644418813945,2166.205759407601,2266.5600725624754,2368.6978564731953,2470.5319202507435,2497.4380735902587,2524.5194533236763,2551.785429846391,2579.258492107352,2606.937703067022,2634.8221256858596,2662.883648777678,2691.1157130657,2719.4733406520263,LSO,Lesotho
1614.5988932901819,1942.604294972367,2078.5433728427024,2219.5588550139464,2365.720240379956,2517.0956930489474,2673.755336875723,2835.7575977921606,3003.1637529382842,3176.0306043233504,3354.3943688596014,3452.5668658256136,3528.706266492945,3605.5730970295162,3683.1364938964894,3761.352773315816,3840.1891724539614,LBR,Liberia
24011.827455102968,27303.931583212216,28206.16842810672,29128.382236557663,30070.083775298786,31030.658718006653,32009.643533717004,32826.23833605111,33594.31852990637,34369.12761585018,35150.56559294242,35938.52525296798,36732.751638575,37533.04024333637,38339.45683363613,39152.16447407036,39971.237039207466,MDG,Madagascar
12650.274095959941,15053.749403669815,16099.148945421213,17187.257922871762,18318.3020963868,19492.12744476917,20708.631301692458,21968.121730429608,23271.225856453697,24050.02111240772,24649.53642498103,25255.99779903094,25869.103268353912,26488.49047350568,27113.93881139865,27745.203353889956,28382.060981506977,MWI,Malawi
4693.203433135608,5637.275121005654,6050.896689413458,6482.74067792042,6933.194232449412,7402.582072918111,7891.208825426158,8399.39949120901,8927.446029740498,9475.541948397564,9845.188749985446,10109.184787827471,10376.644961224094,10647.380352921278,10921.131568761932,11197.61474344205,11476.567546266917,MLI,Mali
1267.024947351715,1490.731791158517,1585.6936881150925,1683.7284429451101,1784.8930604906695,1889.2476453007994,1996.8560054515763,2101.0044435111704,2147.2690155918817,2193.932329808513,2240.9774759771826,2288.3973518206612,2336.175047155067,2384.3024450921366,2432.7585770038577,2481.5228124658956,2530.5779030906906,MRT,Mauritania
11210.829673218866,13552.674755944256,14552.450078743079,15594.021336925643,16678.32742153569,17806.266113187026,18978.681793921376,20196.421224122925,21460.222123302636,22770.602344492105,24127.9229737226,25072.018270561763,25701.27693219613,26338.470618241197,26983.322320050705,27635.571659891517,28294.9587797465,MOZ,Mozambique
38092.08009231172,43895.22071856427,45878.19230791525,47875.47671970494,49884.90131030782,51903.87557353311,53929.88892738939,54527.06234715669,54822.3813392816,55101.69013620092,55364.49733406134,55610.46612797464,55839.36830042093,56051.10906751093,56245.71695643457,56423.35208754859,56584.221513038356,MMR,Myanmar
21130.42701596747,23854.30611516143,24270.01330113603,24682.447963583014,25090.837457764195,25494.449304843725,25892.651335916067,26238.484430405908,26416.652942536297,26585.867434245658,26746.500989718195,26898.88349391679,27043.029084768423,27179.01159366955,27307.40753386482,27428.9410813918,27544.16989892583,NPL,Nepal
5623.517922177482,6913.621094372829,7511.814746092852,8144.2227974212965,8812.208699340783,9517.14441243083,10260.40644547682,11043.380386037548,11867.45378167825,12734.036553667418,13644.532732544223,14600.34538794182,15231.840067996716,15771.199858315334,16324.645463593892,16892.181098198085,17473.785690299417,NER,Niger
83366.244314841,98075.48639295954,104406.7007609088,110979.1035741679,117798.82126299388,124871.96499710125,132204.35721140757,138707.08857408157,142061.22090870998,145473.36558613586,148941.97243123085,152465.427682457,156042.49140482902,159671.69444461138,163350.799483218,167077.21845122357,170848.52480919444,NGA,Nigeria
104932.9665453025,117143.01075277485,119794.32843180832,122449.11267957423,125109.27071571384,127778.0031041064,130174.19072916669,131992.0245364763,133796.5157333457,135589.7966858373,137374.42719255076,139151.9085969497,140922.39066030964,142684.40081891397,144435.62869863608,146172.8541655723,147893.03829163272,PAK,Pakistan
5522.125756412046,6447.192390585433,6815.293041274662,7192.672488240254,7579.301278207612,7975.141580473455,8380.132931528584,8678.736690284659,8821.386386313527,8963.929451185873,9106.251113962246,9248.212998332658,9389.747544098702,9530.767655582918,9671.241587631841,9811.107477895122,9950.316487675122,PNG,Papua New Guinea
8346.838339626542,9818.530983269837,10414.672530990127,11027.272466358068,11656.654380707725,12303.184455267412,12967.161129941102,13648.739411683418,14125.122715374157,14383.417912108034,14642.537950441138,14902.14898614227,15162.053091206672,15421.964841558809,15681.332077528758,15939.471820078634,16195.826812680025,RWA,Rwanda
130.88144050939601,152.38127414619424,161.32247710695913,170.5560027059392,180.08203841054655,189.89064701765056,197.19897452944974,201.16615035638657,205.165645334663,209.19599041194544,213.24837127423217,217.31984981685588,221.4038153043154,225.49953321044387,229.61067616607528,233.72696080487435,237.8498561791748,STP,Sao Tome and Principe
5518.991688772854,6495.613844168426,6916.826162541964,7353.154039446727,7804.970865728028,8272.694504476034,8756.71893017999,9184.900249204573,9403.763173091962,9625.789991404243,9850.96164942102,10079.251389449824,10310.604074427378,10544.953215542095,10782.173943562433,11022.123550795222,11264.647572379381,SEN,Senegal
1791.1636867758916,2140.4529781047486,2277.2287153404995,2417.7868293472134,2562.102712770069,2710.128682567728,2861.813777212982,3017.1248116866436,3176.0431687484224,3338.5286607111448,3504.544752111672,3562.828910041306,3619.6864203497535,3676.3419783054387,3732.7392799969884,3788.8253930047313,3844.5413162239347,SLE,Sierra Leone
502.8867296923015,583.5635434895945,615.8001057839062,648.88619983269,682.8444637504217,717.6672321496467,742.3111498332961,754.8648459578867,767.5030981681236,780.1980413903277,792.9467930306698,805.7214880154716,818.5173220216849,831.3246864032134,844.1262855970843,856.9067457695437,869.6526148160572,SLB,Solomon Islands
2689.3325143709835,3288.8203412888333,3546.2222413536747,3815.090123099078,4095.7279320112784,4388.459813890998,4693.60662901643,5011.443982234262,5342.221680100529,5686.196298450279,6043.62049194826,6414.737748966664,6708.585730380302,6887.905736430058,7070.169511762931,7255.406941019023,7443.628867297843,SOM,Somalia
4067.109597701536,4817.439165535763,5132.192362582187,5457.303126091075,5792.845294101871,6138.850086570183,6495.376987236906,6862.486232731224,7240.320730586673,7404.977204243058,7561.346140357078,7719.052226880281,7878.103109270916,8038.444866928675,8200.003057233727,8362.677082051165,8526.378012629732,SSD,South Sudan
12952.150117898022,15332.628334369474,16326.917028383366,17354.825804213615,18416.819059995265,19513.493930784043,20645.3571738822,21812.67369205194,23015.510581095787,23541.513584249336,24041.153536105765,24544.379610275348,25050.932665962577,25560.552757586833,26072.874915114688,26587.51123213794,27104.141001802505,SDN,Sudan
19530.241780766453,21351.879442390706,22165.544338621687,22873.349776955714,23431.469436587577,23943.6719909411,24435.695814209008,24906.204718627687,25344.147375298773,25755.581168750567,26147.777531774947,26526.51742792646,26894.880058285067,27253.939883114283,27604.904522282926,27948.141312633234,28283.967082191608,SYR,Syrian Arab Republic
5733.55565876545,6578.9908288748,6915.16792810043,7257.176263444379,7455.369670070419,7568.737384404919,7681.925306838764,7795.050782467422,7908.161161066255,8021.564559289435,8135.592425564504,8250.47258779611,8366.271610161211,8482.915379967933,8600.237829888192,8717.993290073002,8835.929914615728,TJK,Tajikistan
34588.11267924275,40815.99553972076,43612.643348799174,46527.54931320712,49563.94545407767,52725.08024504116,56014.05548950787,58653.37135775297,60281.44177406997,61940.05954424985,63628.280565351524,65345.237080664476,67090.40625484155,68863.36545696325,70663.427570954,72489.81345626389,74341.8135019458,TZA,Tanzania
4318.39983720606,5087.1109597448885,5408.118353242056,5739.8980473974225,6082.58133936436,6436.278753288976,6801.087401014718,7177.1136367506215,7411.955579156001,7568.402602187828,7726.190939667278,7885.186730575886,8045.285184722432,8206.40517421694,8368.425683290194,8531.22028764698,8694.670675781079,TGO,Togo
36224.746208438046,42934.33474023132,45975.598384768455,49148.31570825257,52455.12280628767,55898.373337299636,59480.36826841803,63203.539558031334,65161.121438317285,67003.02348376179,68872.5853619893,70768.68941633223,72690.51114597026,74637.42663039958,76608.80616314575,78604.08175475473,80622.64202099253,UGA,Uganda
10716.663834619825,12539.842674061018,13277.403386626753,14032.78230260617,14805.646593753127,15595.608090727172,16402.300128424286,17051.075714535105,17339.524765918602,17625.835485021984,17910.27283019888,18192.94014431232,18473.76868387192,18752.410178876766,19028.371588266746,19300.991881922477,19569.73932211708,YEM,Yemen
10913.372724882007,12943.93325076009,13847.652771780793,14790.402669903222,15772.87897219791,16795.571784077318,17859.022412340255,18964.001202820382,19783.5372325641,20323.40339084848,20872.481137808823,21430.713207126995,21998.010685309007,22574.3125385158,23159.706173232953,23754.32345269306,24358.240480818917,ZMB,Zambia
8905.575418250608,10563.47903908096,11224.235562720427,11904.331787776366,12604.025317217665,13323.478227063106,14062.825020916105,14822.270057821674,15601.990085143258,16347.136447472843,16640.86313224694,16936.041414485564,17232.478610622347,17529.938898979053,17828.02756583203,18126.280157510133,18424.273920516996,ZWE,Zimbabwe
