2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,,,code,country
26129.352293064414,27880.420714933138,29739.83582930125,31714.601055698506,33812.328244325276,36041.388759169306,38410.69904632083,40929.60507871929,43608.08402837089,46456.95467575361,CIV,Ivory Coast,CIV,Ivory Coast
142559.98794872084,151851.31927710012,161732.45156888652,172243.89658109524,183429.86977814056,195337.806949762,208019.46557592496,221532.68909657397,235940.31677250736,251309.29612684212,KEN,Kenya,KEN,Kenya
13538.86138273681,14299.18549898146,15104.43729971638,15599.731522664672,15746.343628493796,15890.288726584198,16032.483314440602,16173.291699821117,16312.805532476234,16451.389120164058,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan
20157.328866816482,21246.01235820053,22390.76171373701,23594.26026828073,24860.367084528538,26193.35194013459,27597.898649422194,29079.00669583686,30642.238550467097,32293.690422077976,LAO,Lao People's Democratic Republic,LAO,Lao People's Democratic Republic
5055.549153789683,5324.036049045716,5605.822045114277,5901.689083210427,6212.677950929663,6539.952594818548,6884.767973370287,7248.406119128218,7632.115364954028,8037.4346913820655,LSO,Lesotho,LSO,Lesotho
4942.044728970168,5283.581419214959,5645.475173868406,6028.908337471643,6435.06597925195,6865.215435802262,7320.721428389035,7803.015596532793,8313.643746634094,8854.254284350469,LBR,Liberia,LBR,Liberia
63470.01049058241,67767.65176535233,72342.99227318582,77214.56544340754,82401.63386717557,87924.72330108756,93806.55288473185,100072.34909466447,106750.41515170466,113871.68888970536,MDG,Madagascar,MDG,Madagascar
39345.72531410797,42102.17142763565,45038.01641021679,48163.94922379579,51490.32320275743,55027.341956565375,58786.317441274856,62780.76508091942,67026.26389573762,71539.47330384012,MWI,Malawi,MWI,Malawi
14475.439251529384,15531.843841567668,16658.20868451091,17858.690820977485,19137.809094221608,20500.247953601534,21950.998456362613,23495.498514911586,25139.51630145556,26888.997871824547,MLI,Mali,MLI,Mali
3972.6062252208753,4235.995566522526,4515.1354468310765,4811.082830578978,5125.021150792821,5458.237703558849,5812.136484427213,6188.163257845302,6587.871227990649,7012.940827923179,MRT,Mauritania,MRT,Mauritania
17645.776555228353,17832.076702480466,18011.112480507887,18183.13022794956,18348.795583255363,18508.768943627536,18663.867943697427,18814.328439608707,18960.616902401038,19103.613861677437,MNG,Mongolia,MNG,Mongolia
34246.131311731646,36739.9251899458,39391.015451162224,42208.67018714341,45202.86542285925,48384.1477231286,51763.653403424585,55353.31739116146,59165.63087522987,63213.39538277278,MOZ,Mozambique,MOZ,Mozambique
119850.2792637059,125694.23948289528,131806.58978097254,138199.46049663954,144886.42971800925,151881.23497059336,159199.30797764537,166859.22987980602,174881.9795986663,183289.82556084212,MMR,Myanmar,MMR,Myanmar
55321.967262598846,58133.25289126161,61067.028972459564,64129.28508089725,67325.44446584466,70661.40854428652,74143.78779135513,77779.9683542347,81578.58810408626,85549.97824085009,NPL,Nepal,NPL,Nepal
36272.34126472417,38218.95664283987,40288.3597427467,42488.98219827461,44827.81708318421,47310.605145108115,47936.46990016432,48332.776315120966,48714.86430031728,49083.66587722557,NIC,Nicaragua,NIC,Nicaragua
17031.638988165112,18484.33070264936,20046.605264607526,21726.18771841387,23531.27802758456,25470.613519537565,27553.50398209424,29789.893281633253,32190.394094958814,34766.40217456538,NER,Niger,NER,Niger
261581.31478437607,279133.84871013626,297836.20783841313,317769.38755220885,339022.4430613416,361691.8788359034,385881.66665631667,411703.9506862346,439279.37283688213,468738.1714786249,NGA,Nigeria,NGA,Nigeria
280224.5821453576,296521.4871358061,313679.8412205176,331755.9201019696,350816.9205517796,370940.30681765464,392209.3235871835,414707.1748361534,438524.310303523,463768.45362003974,PAK,Pakistan,PAK,Pakistan
31016.166283652565,30883.736545162497,30743.568881210944,30595.804266148425,30440.270397990967,30276.794974754623,30105.393660256123,29926.097782128894,29739.439910141555,29546.226730855367,MDA,Republic of Moldova,MDA,Republic of Moldova
26084.101387525494,27711.409911747658,29428.942093151134,31241.79985237425,33156.557162186815,35180.39255667644,37320.83139009021,39585.58154458722,41982.39556422635,44519.59287448111,RWA,Rwanda,RWA,Rwanda
17317.142137063296,18487.24649493795,19731.31283256047,21054.47945099386,22462.536233823605,23961.87501677297,25559.348923843198,27262.195163420765,29078.16195411238,31015.81641030019,SEN,Senegal,SEN,Senegal
5492.986825612755,5840.259595375634,6205.604677687449,6589.892206254683,6994.010219957789,7418.851452820493,7865.370757792771,8334.647343458715,8827.882397767144,9346.305762568914,SLE,Sierra Leone,SLE,Sierra Leone
8113.112135007424,8738.526263742078,9404.184356221129,10112.515120837534,10866.10658765634,11667.76389837048,12520.460719880852,13427.241554452474,14391.287000743767,15416.016215728829,SOM,Somalia,SOM,Somalia
12667.449808094534,13508.722849941867,14398.652314207484,15340.51863694983,16337.410670490894,17392.5417370957,18509.470388752907,19692.047972867942,20944.683624380694,22272.268931050796,SSD,South Sudan,SSD,South Sudan
91843.8985240846,92026.89676840317,92181.63599753499,92309.68950930543,92413.7469964352,92497.77834193018,92564.6585859261,92614.92652904804,92647.75457353586,92663.00047602449,LKA,Sri Lanka,LKA,Sri Lanka
40340.86310782009,42994.6740608458,45806.077607022104,48784.54110744109,51940.47500864873,55285.477384469596,58831.785749476236,62591.92400440688,66578.8996802601,70806.82453579322,SDN,Sudan,SDN,Sudan
18213.09935218557,19348.932151510457,20556.05826119978,21840.758123177126,22482.746883236963,22824.623643063638,23165.958214377464,23507.10446830707,23848.205194956965,24190.18956471748,TJK,Tajikistan,TJK,Tajikistan
108619.6750842784,116379.42217811955,124674.44597985572,133542.73654840636,143026.98765703975,153173.58081713063,164032.51434971706,175658.02563509785,188108.29911582585,201445.56891048307,TZA,Tanzania,TZA,Tanzania
13506.931886095097,14382.842877022758,15311.833377664254,16297.271043487304,17342.74990830864,18452.10404916222,19629.455810973763,20879.312297300614,22206.532421809934,23616.20648469607,TGO,Togo,TGO,Togo
113474.73394576735,121766.93292055206,130626.88275103692,140093.30442140225,150207.62206430914,161013.97885694524,172560.22723348602,184898.849999001,198086.5586270385,212183.50538224148,UGA,Uganda,UGA,Uganda
484991.1157861404,482324.19404238334,479587.5356364334,476785.435201446,473926.93646226753,471026.38894714,468096.5402179695,465140.7078220615,462163.9816950077,459182.620090897,UKR,Ukraine,UKR,Ukraine
75902.94478595968,76671.5512687162,77408.77065439725,78114.99779041523,78793.8146626889,79449.87872550347,80086.98138660965,80706.43153245763,81308.59128829866,81894.95714764074,UZB,Uzbekistan,UZB,Uzbekistan
352295.21638202225,370750.00877384795,390176.41898322816,410652.4964263036,432263.7924867943,448954.2474112102,451638.94252511737,454178.7934708209,456577.3612238813,458853.6574843675,VNM,Vietnam,VNM,Vietnam
33638.34055754838,35717.961136414066,37910.25242280621,40221.78895515773,42659.40785727999,45230.4003672449,47942.789473212804,50805.11307590828,53827.11126536203,57020.193245620074,YEM,Yemen,YEM,Yemen
34109.64584912229,36543.19553569667,39142.472282079616,41918.51904371382,44882.760520622425,48047.0101889559,51424.280272056014,55029.39788595306,58878.82874918409,62990.16392908262,ZMB,Zambia,ZMB,Zambia
27570.622694588044,29295.763403058492,31116.15370690611,33036.233808624005,35061.968595692,37199.48295162807,39455.28597401931,41836.58474988196,44351.059492113454,47006.530523308706,ZWE,Zimbabwe,ZWE,Zimbabwe
