2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,code,country
205746.72926930737,207476.82682182014,209156.2783556131,210785.30974454145,212364.60371054825,213895.3231396753,215378.1777130033,216813.276724333,218199.8237861685,219536.6093804463,IDN,Indonesia
8401.00076484403,8607.72219376329,8818.154551051257,9032.310345128393,9250.223901427602,9471.97376119365,9697.605594705909,9927.09467601695,10160.39009876442,10397.450265177938,CIV,Ivory Coast
45194.97750200627,46227.13686632166,47270.015806225725,48322.9601259078,49385.354881305924,50456.38502140427,51535.23164697637,52621.36678352092,53714.106988826374,54812.29395148686,KEN,Kenya
4260.034878970526,4305.039632567216,4348.696455709814,4391.036305652768,4432.304905603256,4472.822792133379,4512.847942363537,4552.482902199088,4591.753469352076,4630.762189727855,KGZ,Kyrgyzstan
6382.076248580651,6457.638794981222,6531.857300031361,6604.440611196713,6675.366722762474,6744.625478244886,6812.205874786546,6878.060515463261,6942.155545329175,7004.446952954675,LAO,Lao People's Democratic Republic
1613.0423400341183,1631.8932803204257,1650.6780537401612,1669.3913669439996,1688.081521744538,1706.8027749723642,1725.6034284400776,1744.508625556974,1763.5077796244025,1782.6306657323203,LSO,Lesotho
1614.5988932901819,1654.2065913317074,1694.4951689728814,1735.457745746171,1777.0670864675894,1819.29910950077,1862.1346068738496,1905.549210264315,1949.5237117003012,1994.038616523798,LBR,Liberia
24011.827455102968,24627.0174470432,25251.083307098816,25883.66227628052,26524.135162520335,27171.791302194855,27826.071702464953,28486.573732124838,29153.11288444718,29825.49136196584,MDG,Madagascar
12650.27409595994,12998.505263199906,13354.215929691818,13717.080535628003,14086.489843015046,14461.638607868977,14841.8678926717,15226.89011028609,15616.668404884858,16011.125155862062,MWI,Malawi
4693.203433135608,4830.989572471425,4972.107393699125,5116.454003616364,5263.955113331049,5414.501656048698,5567.985799693252,5724.32831649891,5883.438660447608,6045.175044706517,MLI,Mali
1267.024947351715,1297.8947826499095,1328.9979974875146,1360.3436970210992,1391.951050001333,1423.8389855695027,1456.0266724762794,1488.5124334559791,1521.2897990552501,1554.349664117525,MRT,Mauritania
5799.378055453374,5860.606586956088,5919.447644983969,5975.982190037255,6030.42898772294,6083.005081084196,6133.979190079223,6183.428830080584,6231.50730926956,6278.504018370377,MNG,Mongolia
11210.829673218872,11522.160731688846,11839.972738169594,12164.174735255012,12494.71084467514,12831.50407859137,13174.451683073941,13523.46704680442,13878.404886280907,14239.001642330099,MOZ,Mozambique
38092.080092311706,38373.68438982364,38648.74378941347,38916.13471212294,39174.93082802603,39424.00990457429,39662.45099748078,39889.818543182904,40105.86210946231,40310.193257098515,MMR,Myanmar
21130.42701596747,21330.881096519435,21525.50923981502,21714.10761515726,21896.147201428048,22071.150605679213,22238.74167981538,22398.633451671074,22550.728028872098,22695.178954936888,NPL,Nepal
11431.304920690265,11539.374548766385,11648.505178599538,11758.168880397856,11867.242946324735,11974.159013524473,12077.753236774079,12177.603957863175,12273.87229822174,12366.793083763692,NIC,Nicaragua
5623.517922177482,5838.640284570061,6061.095234428272,6290.9966187110385,6528.440414219714,6773.513562282719,7026.292964814107,7286.8503032324625,7555.248424271723,7831.555395161303,NER,Niger
83366.24431484102,85461.20108946523,87598.09564679308,89777.00880659794,91998.36587836625,94262.52378562232,96569.58236455685,98919.38180412463,101311.3914731435,103744.77282075169,NGA,Nigeria
104932.9665453025,106630.33489637288,108308.08622968433,109966.46552872761,111607.56103089743,113234.55187896008,114849.93963178503,116453.77601333398,118045.84049144335,119628.01440766145,PAK,Pakistan
10147.362266539414,10104.036069515829,10058.178304530844,10009.835093267964,9958.950064780685,9905.466848122498,9849.3905679249,9790.731473450891,9729.663802171508,9666.451472609033,MDA,Republic of Moldova
8346.838339626542,8518.030430420313,8689.907760459613,8862.358465901794,9035.572305307158,9209.744893981691,9384.996880886578,9561.332951418362,9738.616643402509,9916.699195498539,RWA,Rwanda
5518.991688772854,5660.160161855108,5803.275032568106,5948.364635280212,6095.515707853756,6244.836961742864,6396.40559364501,6550.239529385079,6706.322288769223,6864.661389078848,SEN,Senegal
1791.1636867758916,1825.5207318721446,1860.0686814414262,1894.7783238079055,1929.6122186546745,1964.5218169993682,1999.4633013282423,2034.4109571379254,2069.352030034746,2104.261834095467,SLE,Sierra Leone
2689.3325143709835,2769.190923877185,2850.7969672083077,2934.1550950447217,3019.271241626917,3106.1646932364947,3194.8495436946223,3285.308138635837,3377.5090265855297,3471.4292123617947,SOM,Somalia
4067.109597701536,4165.331261451451,4264.308045653348,4364.132750850053,4464.770204824168,4566.158450361969,4668.264209134689,4771.059072812889,4874.5738847256725,4978.863297087765,SSD,South Sudan
33435.5190833144,33502.13909170311,33558.47148320343,33605.08901256891,33642.970855049454,33673.562235653335,33697.90980484799,33716.20971152162,33728.160670981946,33733.710899922495,LKA,Sri Lanka
12952.150117898022,13257.142213286836,13565.938048709471,13878.423449737154,14194.555668597955,14514.396662505613,14837.935068128352,15164.992859935026,15495.281355187457,15828.54000892139,SDN,Sudan
5733.55565876545,5830.614590917545,5926.311029811722,6020.731080969857,6114.20397138736,6207.177674890457,6300.003929722106,6392.778971465581,6485.541632022905,6578.544600147817,TJK,Tajikistan
34588.11267924275,35600.83977682819,36635.83911372782,37692.945129860556,38772.406165348046,39874.449987757514,40999.16770411583,42146.579397154725,43316.46268735699,44508.296403343,TZA,Tanzania
4318.39983720606,4417.353543864835,4517.66230495797,4619.296550541107,4722.217792750155,4826.377217708718,4931.722725991015,5038.215360368767,5145.811000607531,5254.425630516194,TGO,Togo
36224.746208438046,37342.70569029379,38484.26507697372,39649.1328693518,40836.915882560366,42047.06162406986,43279.05149659792,44532.52485471421,45807.05529620881,47101.87814430459,UGA,Uganda
159622.5028269511,158744.75329767962,157844.05171795673,156921.81155716506,155981.00932754943,155026.36781172978,154062.08254581006,153089.2454161916,152109.53164584652,151128.2922260091,UKR,Ukraine
23954.104734947086,24196.66818541436,24429.326225587043,24652.203464810656,24866.43033703736,25073.476681784738,25274.53902414954,25470.03043378541,25660.06519329653,25845.11557898691,UZB,Uzbekistan
127150.69675570515,128174.04975426152,129146.7909496562,130070.4594755357,130946.12923309076,131776.59535887034,132564.6043458156,133310.09881941453,134014.123993602,134682.2601633001,VNM,Vietnam
10716.663834619825,10931.563965218165,11145.68789149429,11358.93496420961,11571.135806004679,11782.101821704275,11991.684480393189,12199.70039850726,12406.079870748565,12610.929409418133,YEM,Yemen
10913.372724882007,11231.19245781324,11556.581890648547,11889.413076007379,12229.43375990778,12576.272062768094,12929.642443482964,13289.456483130878,13655.718862713562,14028.365088429446,ZMB,Zambia
8905.575418250608,9082.31652902146,9260.869819393261,9440.90487403288,9622.452321327939,9805.468074962922,9989.894590694417,10175.730012256514,10362.954384790599,10551.446586945633,ZWE,Zimbabwe
